Rule 849:
If type Answer AND type Scale Type, then answer scale_ type ?b.

Formal Rule:
Head: ?a  hasAnswerScale_Type  ?b
Body: ?a  type  Answer  ?b  type  Scale_Type

Real Instances from Knowledge Graph (1092 found):

10030106 has answer scale_ type Ordinal, 10030106 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30100001 has answer scale_ type Nominal, 30100001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30100001, 30100001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100001, 30100001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180004, 30180004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180004 has answer scale_ type Nominal, 30180004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30180004, 30180004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180004, 30180004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240005, 30240005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240005 has answer scale_ type Nominal, 30240005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30240005, 30240005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240005, 30240005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010902 has answer scale_ type Ordinal, 20010902 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010902, 20010902 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010902, 20010902 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010902, 20010902 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040102 has answer scale_ type Ordinal, 10040102 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040102, 10040102 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040102, 10040102 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040102, 10040102 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060006, 30060006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060006, 30060006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060006 has answer scale_ type NullAnswer, 30060006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30060006, 30060006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150003, 30150003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150003 has answer scale_ type Nominal, 30150003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30150003, 30150003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30150003, 30150003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090001, 30090001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090001 has answer scale_ type Nominal, 30090001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30090001, 30090001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090001, 30090001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230006, 30230006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230006, 30230006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230006 has answer scale_ type NullAnswer, 30230006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30230006, 30230006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040105 has answer scale_ type Ordinal, 10040105 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040105, 10040105 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040105, 10040105 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040105, 10040105 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010704 has answer scale_ type Ordinal, 20010704 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010704, 20010704 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010704, 20010704 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010704, 20010704 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010103 has answer scale_ type Ordinal, 20010103 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010103, 20010103 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010103, 20010103 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010103, 20010103 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180005, 30180005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180005 has answer scale_ type Nominal, 30180005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30180005, 30180005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180005, 30180005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130007, 30130007 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130007, 30130007 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130007 has answer scale_ type NullAnswer, 30130007 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30130007, 30130007 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020005, 30020005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020005 has answer scale_ type Nominal, 30020005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30020005, 30020005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020005, 30020005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010102 has answer scale_ type Ordinal, 20010102 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010102, 20010102 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010102, 20010102 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010102, 20010102 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220005, 30220005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220005 has answer scale_ type Nominal, 30220005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30220005, 30220005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220005, 30220005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220006, 30220006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220006, 30220006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30220006 has answer scale_ type NullAnswer, 30220006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30220006, 30220006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240006, 30240006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240006, 30240006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240006 has answer scale_ type NullAnswer, 30240006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30240006, 30240006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010306, 20010306 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010306, 20010306 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010306 has answer scale_ type NullAnswer, 20010306 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010306, 20010306 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30210005, 30210005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30210005 has answer scale_ type Nominal, 30210005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30210005, 30210005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30210005, 30210005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120002, 30120002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120002 has answer scale_ type Nominal, 30120002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30120002, 30120002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120002, 30120002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200006, 30200006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200006, 30200006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200006 has answer scale_ type NullAnswer, 30200006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30200006, 30200006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190002, 30190002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190002 has answer scale_ type Nominal, 30190002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30190002, 30190002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190002, 30190002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090006, 30090006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090006, 30090006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30090006 has answer scale_ type NullAnswer, 30090006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30090006, 30090006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010904 has answer scale_ type Ordinal, 20010904 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010904, 20010904 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010904, 20010904 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010904, 20010904 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010702 has answer scale_ type Ordinal, 20010702 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010702, 20010702 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010702, 20010702 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010702, 20010702 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200001, 30200001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200001 has answer scale_ type Nominal, 30200001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30200001, 30200001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30200001, 30200001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010202 has answer scale_ type Ordinal, 20010202 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010202, 20010202 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010202, 20010202 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010202, 20010202 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040001, 30040001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040001 has answer scale_ type Nominal, 30040001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30040001, 30040001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040001, 30040001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010906, 20010906 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010906, 20010906 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010906 has answer scale_ type NullAnswer, 20010906 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010906, 20010906 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010805 has answer scale_ type Ordinal, 20010805 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010805, 20010805 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010805, 20010805 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010805, 20010805 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060004, 30060004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060004 has answer scale_ type Nominal, 30060004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30060004, 30060004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30060004, 30060004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30030001, 30030001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30030001 has answer scale_ type Nominal, 30030001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30030001, 30030001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30030001, 30030001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10070101, 10070101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10070101, 10070101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10070101, 10070101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10070101 has answer scale_ type Textual, 10070101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes

Rule Statistics:
- PCA Confidence: 0.2500
- Rule Classification: NEGATIVE (PCA Confidence 0.2500 < threshold 0.5)
- Standard Confidence: 0.2500
- Head Coverage: 1.0000
